,Mean Streambed Embeddedness (%),Prediction,Residual,Residual_Abs,StationID,Xembed,STATSGODEP,ELEV,STATSCLY20,RELIEF,STATSPERM,STATSCLY50,LC11FORSHB,LC11CRPHAY,I24H2Y,PRECIP,Year,DRNAREA_SQKM,PKREGNO_1550,PKREGNO_1551,PKREGNO_1552,PKREGNO_1553,PKREGNO_1554,PKREGNO_1555,LATITUDE_C,LONGITUDE_,text
0,27.6363636363636,40.437912,-12.801548350941086,12.801548350941086,2-BLD012.56,27.6363636363636,49.22,1816.75,25.53,2620.0,2.769,0.0,78.44,17.15,3.1,45.874,2019,212.37918,False,False,False,False,True,False,37.7505,-79.535056,"Station ID 2-BLD012.56, Actual: 27%, Prediction: 40%"
1,29.4545454545455,26.733158,2.721387342973234,2.721387342973234,2-DCK003.94,29.4545454545455,37.47,2781.55,100.0,1790.0,5.743,0.0,97.78,0.94,2.856,44.244,2011,5.2317798,False,False,False,False,True,False,37.463344445,-80.348272222,"Station ID 2-DCK003.94, Actual: 29%, Prediction: 26%"
2,31.2037037037037,30.75692,0.4467838428638551,0.4467838428638551,9-RDC051.21,31.2037037037037,36.02,2851.6,99.99,1590.0,3.964,0.0,99.05,0.63,2.695,43.594,2007,18.7256277,False,False,False,False,True,False,36.968055555,-81.310833333,"Station ID 9-RDC051.21, Actual: 31%, Prediction: 30%"
3,90.0,82.79281,7.207191467285156,7.207191467285156,4APDA000.35,90.0,63.61,432.08,0.0,208.0,0.932,38.42,32.09,3.56,3.252,45.573,2018,12.8463504,False,True,False,False,False,False,36.695583333,-78.907566667,"Station ID 4APDA000.35, Actual: 90%, Prediction: 82%"
4,80.5454545454545,77.35208,3.193373246626379,3.193373246626379,9-XFZ000.08,80.5454545454545,57.88,2439.39,4.29,275.0,3.122,0.0,50.12,43.21,2.979,40.505,2022,2.7453894,False,False,False,True,False,False,37.054817,-80.339781,"Station ID 9-XFZ000.08, Actual: 80%, Prediction: 77%"
5,44.6363636363636,39.05194,5.584422718394848,5.584422718394848,2-LIJ003.06,44.6363636363636,44.0,3045.6,100.0,689.0,2.0,0.0,79.64,0.0,3.894,51.262,2017,0.6474975,False,False,False,True,False,False,37.88495,-79.158911111,"Station ID 2-LIJ003.06, Actual: 44%, Prediction: 39%"
6,52.5454545454545,53.03461,-0.4891562028365186,0.4891562028365186,3-LIA003.14,52.5454545454545,75.71,176.09,19.24,133.0,3.807,0.0,25.19,23.23,3.144,42.738,2013,5.413079099999999,True,False,False,False,False,False,38.3015,-77.4163,"Station ID 3-LIA003.14, Actual: 52%, Prediction: 53%"
7,48.7272727272727,48.840046,-0.11277320168237992,0.11277320168237992,2-TYE012.45,48.7272727272727,51.49,1635.58,44.55,3580.0,2.519,10.9,76.64,16.96,3.609,51.602,2019,473.96817,False,False,False,True,False,False,37.652861,-78.944194,"Station ID 2-TYE012.45, Actual: 48%, Prediction: 48%"
8,59.8,49.356236,10.443764495849607,10.443764495849607,2-LIJ003.06,59.8,44.0,3045.6,100.0,689.0,2.0,0.0,79.64,0.0,3.894,51.262,2004,0.6474975,False,False,False,True,False,False,37.88495,-79.158911111,"Station ID 2-LIJ003.06, Actual: 59%, Prediction: 49%"
9,70.0909090909091,69.55454,0.5363665494051872,0.5363665494051872,2-JEN003.74,70.0909090909091,58.7,898.48,0.0,495.0,2.408,0.0,82.86,13.55,3.443,47.542,2020,1.0100961,False,False,False,True,False,False,37.746778,-79.013497,"Station ID 2-JEN003.74, Actual: 70%, Prediction: 69%"
10,46.9090909090909,49.871113,-2.9620219143954287,2.9620219143954287,4BGAR001.19,46.9090909090909,56.09,2281.38,0.0,1720.0,11.201,0.0,67.42,12.82,3.35,53.568,2014,8.805966,False,False,False,True,False,False,36.613611111,-80.711388889,"Station ID 4BGAR001.19, Actual: 46%, Prediction: 49%"
11,80.5454545454545,78.64355,1.9019074873490354,1.9019074873490354,2-CHK079.23,80.5454545454545,66.99,252.77,0.0,168.0,1.269,0.0,29.38,4.19,3.296,44.045,2010,56.202783,False,True,False,False,False,False,37.686111111,-77.542527777,"Station ID 2-CHK079.23, Actual: 80%, Prediction: 78%"
12,83.8181818181818,74.64159,9.176595514470861,9.176595514470861,2-PWT001.23,83.8181818181818,65.99,263.68,2.55,260.0,1.854,0.0,22.6,0.61,3.344,44.378,2021,27.453894,False,True,False,False,False,False,37.529888889,-77.516944444,"Station ID 2-PWT001.23, Actual: 83%, Prediction: 74%"
13,95.8181818181818,90.24028,5.577901666814611,5.577901666814611,9-LRR012.30,95.8181818181818,50.0,2776.21,0.0,489.0,2.0,0.0,83.43,0.0,2.483,46.166,2012,4.0662843,False,False,False,False,False,True,37.256666667,-81.459166667,"Station ID 9-LRR012.30, Actual: 95%, Prediction: 90%"
14,57.8181818181818,61.10787,-3.2896863763982793,3.2896863763982793,8-SAR058.13,57.8181818181818,53.77,427.34,0.0,1570.0,1.518,2.34,65.69,19.13,3.336,44.489,2008,554.2578599999999,False,True,False,False,False,False,37.87805,-77.9092,"Station ID 8-SAR058.13, Actual: 57%, Prediction: 61%"
15,99.8181818181818,84.5146,15.303579157048986,15.303579157048986,4ACOX007.50,99.8181818181818,64.0,376.14,0.0,195.0,1.0,0.0,52.48,34.22,3.251,45.222,2017,7.847669699999999,False,True,False,False,False,False,36.718711,-78.253861,"Station ID 4ACOX007.50, Actual: 99%, Prediction: 84%"
16,42.5925925925926,44.756676,-2.1640831276222414,2.1640831276222414,9-PKC005.95,42.5925925925926,42.8,2280.57,59.59,1540.0,2.973,0.0,61.45,27.19,2.399,39.006,2004,215.487168,False,False,False,False,True,False,37.04755,-80.727472222,"Station ID 9-PKC005.95, Actual: 42%, Prediction: 44%"
17,29.0740740740741,37.141735,-8.067661002830196,8.067661002830196,1BHPY002.67,29.0740740740741,45.32,1386.8,91.77,1980.0,2.583,0.0,76.36,11.76,3.219,43.14,2012,36.77785799999999,False,False,False,False,True,False,38.909608,-78.185514,"Station ID 1BHPY002.67, Actual: 29%, Prediction: 37%"
18,81.9090909090909,70.530594,11.378497037020594,11.378497037020594,3-SUM004.51,81.9090909090909,55.2,376.27,0.0,453.0,1.74,0.0,41.68,46.03,3.334,44.959,2014,20.201922,False,False,True,False,False,False,38.395111,-77.954694,"Station ID 3-SUM004.51, Actual: 81%, Prediction: 70%"
19,79.2727272727273,75.6283,3.6444237448952634,3.6444237448952634,4AMBY001.33,79.2727272727273,67.79,879.45,0.0,535.0,1.131,58.75,59.96,1.88,3.45,46.135,2008,10.4635596,False,True,False,False,False,False,36.656536111,-79.839,"Station ID 4AMBY001.33, Actual: 79%, Prediction: 75%"
20,96.3636363636364,88.71128,7.652355540882496,7.652355540882496,2DWDY005.35,96.3636363636364,70.53,375.62,0.0,186.0,1.079,89.0,61.63,26.01,3.303,45.46,2009,15.6953394,False,True,False,False,False,False,37.155333333,-78.040388889,"Station ID 2DWDY005.35, Actual: 96%, Prediction: 88%"
